Feature,Importance
117,0.0004219009238781733
403,0.00034451573894078605
93,0.0003258598690027265
375,0.00016078092658363189
30,0.0
193,0.0
196,0.0
198,0.0
135,0.0
136,0.0
137,0.0
140,0.0
141,0.0
142,0.0
146,0.0
147,0.0
149,0.0
199,0.0
169,0.0
173,0.0
174,0.0
176,0.0
177,0.0
179,0.0
180,0.0
182,0.0
183,0.0
185,0.0
187,0.0
190,0.0
192,0.0
200,0.0
201,0.0
203,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
214,0.0
120,0.0
121,0.0
123,0.0
129,0.0
130,0.0
132,0.0
133,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
224,0.0
229,0.0
230,0.0
232,0.0
233,0.0
234,0.0
236,0.0
237,0.0
242,0.0
243,0.0
245,0.0
246,0.0
247,0.0
248,0.0
251,0.0
253,0.0
257,0.0
259,0.0
260,0.0
262,0.0
103,0.0
104,0.0
106,0.0
107,0.0
109,0.0
110,0.0
111,0.0
113,0.0
114,0.0
115,0.0
263,0.0
264,0.0
269,0.0
271,0.0
272,0.0
273,0.0
275,0.0
276,0.0
278,0.0
88,0.0
89,0.0
90,0.0
94,0.0
95,0.0
96,0.0
255,0.0
99,0.0
102,0.0
279,0.0
281,0.0
286,0.0
287,0.0
288,0.0
292,0.0
400,0.0
294,0.0
446,0.0
9,0.0
301,0.0
11,0.0
303,0.0
304,0.0
305,0.0
306,0.0
309,0.0
310,0.0
417,0.0
313,0.0
314,0.0
315,0.0
420,0.0
318,0.0
421,0.0
320,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
98,0.0
72,0.0
73,0.0
75,0.0
78,0.0
80,0.0
422,0.0
85,0.0
327,0.0
328,0.0
329,0.0
330,0.0
332,0.0
333,0.0
334,0.0
335,0.0
337,0.0
340,0.0
341,0.0
343,0.0
349,0.0
350,0.0
351,0.0
353,0.0
354,0.0
356,0.0
357,0.0
55,0.0
56,0.0
6,0.0
60,0.0
61,0.0
63,0.0
65,0.0
66,0.0
440,0.0
69,0.0
359,0.0
434,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
368,0.0
435,0.0
436,0.0
374,0.0
437,0.0
377,0.0
378,0.0
380,0.0
381,0.0
382,0.0
384,0.0
386,0.0
413,0.0
151,0.0
390,0.0
40,0.0
43,0.0
152,0.0
45,0.0
404,0.0
48,0.0
49,0.0
52,0.0
3,0.0
405,0.0
443,0.0
444,0.0
445,0.0
8,0.0
14,0.0
153,0.0
154,0.0
24,0.0
157,0.0
159,0.0
160,0.0
163,0.0
167,0.0
168,0.0
25,0.0
397,0.0
398,0.0
26,0.0
Spectral_Ratio,0.0
17,0.0
13,0.0
423,0.0
425,0.0
426,0.0
427,0.0
430,0.0
432,0.0
433,0.0
32,0.0
36,0.0
27,0.0
407,0.0
28,0.0
410,0.0
438,0.0
